street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon,neighborhood,indeling_kamers,indeling_badkamers,indeling_voorzieningen,indeling_woonlagen,indeling_verdieping,indeling_energielabel,indeling_isolatie,indeling_verwarming,indeling_warm_water,kadaster_eigendomssituatie,kadaster_lasten,listing_data_soort_appartement,listing_data_soort_bouw,listing_data_bouwjaar,listing_data_soort_dak,listing_data_gebouwgebonden_buitenruimte_m2,listing_data_externe_bergruimte_m2,listing_data_inhoud_m3,overdracht_vraagprijs,overdracht_prijs_per_m2,overdracht_aangeboden_sinds,overdracht_status,overdracht_aanvaarding,overdracht_servicekosten,energy_label,surface_gebouwgebonden_buitenruimte_m2,surface_externe_bergruimte_m2,surface_inhoud_m3,aangeboden_date,servicekosten_num,has_berging,has_balkon,kadaster_lasten_price,kadaster_lasten_year,eigendom_year,woonlaag_num,num_kamers,num_badkamers,woonlagen_num,beschikbaar
Houtrijkstraat,108,https://www.funda.nl/detail/koop/amsterdam/appartement-houtrijkstraat-108/43918905/,57,455000,7982.46,Amsterdam,Netherlands,"Houtrijkstraat 108, Amsterdam, Netherlands",52.3900611,4.8781938,spaarndammerbuurt,1 badkamer,,TV kabel,1 woonlaag,1e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-07-2037),Afgekocht tot 01-07-2037,Portiekflat (appartement),Bestaande bouw,1987,Plat dak bedekt met bitumineuze dakbedekking,4.0,5.0,176.0,€ 455.000 kosten koper,€ 7.982,4 weken,Beschikbaar,In overleg,"€ 132,42 per maand",C,4.0,5.0,176.0,2025-05-20,132.42,True,True,0.0,2037.0,2037,1.0,,1,1,True
Van Boetzelaerstraat,24-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-boetzelaerstraat-24-3/43055105/,62,495000,7983.87,Amsterdam,Netherlands,"Van Boetzelaerstraat 24-3, Amsterdam, Netherlands",52.3827186,4.8740924,staatsliedenbuurt,1 badkamer,,Douche en toilet,2 woonlagen,3e woonlaag,CWat betekent dit?,,Cv-ketel,Cv-ketel,Eigendom belast met erfpacht,Afgekocht tot 30-06-2059,Bovenwoning (appartement),Bestaande bouw,1903,,2.0,,211.0,€ 495.000 kosten koper,€ 7.984,10 juni 2025,Beschikbaar,In overleg,"€ 164,00 per maand",C,2.0,,211.0,2025-06-10,164.0,False,True,0.0,2059.0,0,3.0,,1,,True
Erasmusgracht,51-2,https://www.funda.nl/detail/koop/amsterdam/appartement-erasmusgracht-51-2/43917710/,50,399995,7999.9,Amsterdam,Netherlands,"Erasmusgracht 51-2, Amsterdam, Netherlands",52.3748662,4.8446076,erasmusbuurt,1 badkamer,,Douche en wastafelmeubel,1 woonlaag,3e woonlaag,DWat betekent dit?,,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-03-2056),,Galerijflat (appartement),Bestaande bouw,1950,,6.0,4.0,168.0,€ 399.995 kosten koper,€ 8.000,5 weken,,In overleg,"€ 147,00 per maand",D,6.0,4.0,168.0,2025-05-13,147.0,True,True,,,2056,3.0,,1,1,False
Lutonhof,333,https://www.funda.nl/detail/koop/amsterdam/appartement-lutonhof-333/43913064/,50,400000,8000.0,Amsterdam,Netherlands,"Lutonhof 333, Amsterdam, Netherlands",52.3865276,4.8361233,slotervaart,1 badkamer en 1 apart toilet,,"Lift, mechanische ventilatie, en natuurlijke ventilatie",1 woonlaag,2e woonlaag,A+++Wat betekent dit?,Volledig geïsoleerd,Gehele vloerverwarming en warmtepomp,Stadsverwarming,Gemeentelijk eigendom belast met erfpacht,"€ 1.389,00 per jaar met optie tot afkopen",Tussenverdieping (appartement),Bestaande bouw,2024,Plat dak bedekt met bitumineuze dakbedekking,,,180.0,€ 400.000 kosten koper,€ 8.000,4 weken,Beschikbaar,In overleg,"€ 168,00 per maand",A+++,,,180.0,2025-05-20,168.0,False,False,1389.0,,0,2.0,,1,1,True
Bartholomeus Diazstraat,52-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bartholomeus-diazstraat-52-2/43830983/,50,400000,8000.0,Amsterdam,Netherlands,"Bartholomeus Diazstraat 52-2, Amsterdam, Netherlands",52.3699784,4.8528164,baarsjes,1 badkamer,,Rookkanaal en TV kabel,1 woonlaag,3e woonlaag,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1926,,6.0,,134.0,€ 400.000 kosten koper,€ 8.000,3 maanden,,In overleg,,D,6.0,,134.0,2025-03-17,,False,True,,,9999,3.0,,1,1,False
Granidastraat,76-2,https://www.funda.nl/detail/koop/amsterdam/appartement-granidastraat-76-2/43945851/,50,400000,8000.0,Amsterdam,Netherlands,"Granidastraat 76-2, Amsterdam, Netherlands",52.3811921,4.8482314,bos en lommer,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie en TV kabel,1 woonlaag,2e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-09-2052),Afgekocht tot 30-09-2052,Portiekwoning (appartement),Bestaande bouw,1941,Plat dak bedekt met bitumineuze dakbedekking,7.0,8.0,165.0,€ 400.000 kosten koper,€ 8.000,2 weken,Beschikbaar,In overleg,,C,7.0,8.0,165.0,2025-06-03,,True,True,0.0,2052.0,2052,2.0,,1,1,True
Hondiusstraat,2/Jul,https://www.funda.nl/detail/koop/amsterdam/appartement-hondiusstraat-7-2/43922470/,53,425000,8018.87,Amsterdam,Netherlands,"Hondiusstraat 7-2, Amsterdam, Netherlands",52.3739773,4.8487742,erasmusbuurt,4 kamers (3 slaapkamers),,,1 woonlaag,,CWat betekent dit?,,Cv-ketel,Cv-ketel,Volle eigendom,,Portiekflat (appartement),Bestaande bouw,,,6.0,,175.0,€ 425.000 kosten koper,€ 8.019,3 weken,Beschikbaar,Per direct beschikbaar,"€ 50,00 per maand",C,6.0,,175.0,2025-05-27,50.0,False,True,,,9999,,4,0,1,True
Blancefloorstraat,2/Dec,https://www.funda.nl/detail/koop/amsterdam/appartement-blancefloorstraat-12-2/43999385/,53,425000,8018.87,Amsterdam,Netherlands,"Blancefloorstraat 12-2, Amsterdam, Netherlands",52.3776845,4.8556608,bos en lommer,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,2e woonlaag,EWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,"€ 886,01 per jaar met optie tot afkopen",Bovenwoning (appartement),Bestaande bouw,1939,Plat dak,10.0,,172.0,€ 425.000 kosten koper,€ 8.019,6 weken,,In overleg,"€ 91,00 per maand",E,10.0,,172.0,2025-05-06,91.0,False,True,886.01,,0,2.0,,1,1,False
Granidastraat,92-1,https://www.funda.nl/detail/koop/amsterdam/appartement-granidastraat-92-1/43986654/,53,425000,8018.87,Amsterdam,Netherlands,"Granidastraat 92-1, Amsterdam, Netherlands",52.3816684,4.848196,bos en lommer,1 badkamer en 1 apart toilet,,"Glasvezelkabel, mechanische ventilatie, natuurlijke ventilatie, en TV kabel",2 woonlagen,2e woonlaag,EWat betekent dit?,"Dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1942,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6.0,8.0,174.0,€ 425.000 kosten koper,€ 8.019,2 maanden,,In overleg,"€ 170,00 per maand",E,6.0,8.0,174.0,2025-04-17,170.0,True,True,0.0,2099.0,0,2.0,,1,,False
Reinier Claeszenstraat,76-1,https://www.funda.nl/detail/koop/amsterdam/appartement-reinier-claeszenstraat-76-1/43945463/,53,425000,8018.87,Amsterdam,Netherlands,"Reinier Claeszenstraat 76-1, Amsterdam, Netherlands",52.3736513,4.8621853,erasmusbuurt,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,1e woonlaag,DWat betekent dit?,,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1925,Plat dak bedekt met bitumineuze dakbedekking,4.0,,177.0,€ 425.000 kosten koper,€ 8.019,2 weken,Beschikbaar,In overleg,,D,4.0,,177.0,2025-06-03,,False,True,,,9999,1.0,,1,1,True
Esmoreitstraat,41-2,https://www.funda.nl/detail/koop/amsterdam/appartement-esmoreitstraat-41-2/43942614/,53,425000,8018.87,Amsterdam,Netherlands,"Esmoreitstraat 41-2, Amsterdam, Netherlands",52.3778714,4.8512233,bos en lommer,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,2e woonlaag,CWat betekent dit?,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,Erfpacht,Afgekocht tot 30-06-2053,Bovenwoning (appartement),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,4.0,9.0,141.0,€ 425.000 kosten koper,€ 8.019,6 juni 2025,Beschikbaar,In overleg,"€ 280,00 per maand",C,4.0,9.0,141.0,2025-06-06,280.0,True,True,0.0,2053.0,0,2.0,,1,1,True
De Rijpgracht,31-3,https://www.funda.nl/detail/koop/amsterdam/appartement-de-rijpgracht-31-3/43981120/,53,425000,8018.87,Amsterdam,Netherlands,"De Rijpgracht 31-3, Amsterdam, Netherlands",52.3770713,4.86122,erasmusbuurt,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie en TV kabel,1 woonlaag,3e woonlaag,EWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Erfpacht,Afgekocht tot 15-04-2057,Bovenwoning (appartement),Bestaande bouw,1934,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6.0,7.0,173.0,€ 425.000 kosten koper,€ 8.019,7 weken,,In overleg,"€ 130,00 per maand",E,6.0,7.0,173.0,2025-04-29,130.0,True,True,0.0,2057.0,0,3.0,,1,1,False
Gillis Van Ledenberchstraat,77-3,https://www.funda.nl/detail/koop/amsterdam/appartement-gillis-van-ledenberchstraat-77-3/43998175/,53,425000,8018.87,Amsterdam,Netherlands,"Gillis Van Ledenberchstraat 77-3, Amsterdam, Netherlands",52.3763737,4.8721542,frederik hendrik buurt,1 badkamer en 1 apart toilet,,Douche en wastafelmeubel,1 woonlaag,4e woonlaag,DWat betekent dit?,,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1932,,,,193.0,€ 425.000 kosten koper,€ 8.019,7 weken,,In overleg,"€ 72,55 per maand",D,,,193.0,2025-04-29,72.55,False,False,,,9999,4.0,,1,1,False
Crynssenstraat,80-1,https://www.funda.nl/detail/koop/amsterdam/appartement-crynssenstraat-80-1/43623576/,56,450000,8035.71,Amsterdam,Netherlands,"Crynssenstraat 80-1, Amsterdam, Netherlands",52.3637021,4.8561808,baarsjes,1 badkamer,,Mechanische ventilatie,1 woonlaag,1e woonlaag,BWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1927,Plat dak bedekt met bitumineuze dakbedekking,,,191.0,€ 450.000 kosten koper,€ 8.036,6+ maanden,,In overleg,"€ 89,00 per maand",B,,,191.0,2024-12-17,89.0,False,False,,,9999,1.0,,1,1,False
Hoofdweg,380-2,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-380-2/43985398/,56,450000,8035.71,Amsterdam,Netherlands,"Hoofdweg 380-2, Amsterdam, Netherlands",52.3723535,4.8493814,erasmusbuurt,1 badkamer,,TV kabel,1 woonlaag,3e woonlaag,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1927,Plat dak bedekt met bitumineuze dakbedekking,6.0,13.0,182.0,€ 450.000 kosten koper,€ 8.036,2 maanden,Beschikbaar,In overleg,"€ 220,83 per maand",D,6.0,13.0,182.0,2025-04-17,220.83,True,True,0.0,2099.0,0,3.0,,1,1,True
Heer Halewijnstraat,7-h,https://www.funda.nl/detail/koop/amsterdam/appartement-heer-halewijnstraat-7-h/43051700/,56,450000,8035.71,Amsterdam,Netherlands,"Heer Halewijnstraat 7-h, Amsterdam, Netherlands",52.3772317,4.8547562,bos en lommer,1 badkamer,,"Glasvezelkabel, mechanische ventilatie, natuurlijke ventilatie, en TV kabel",1 woonlaag,1e woonlaag,CWat betekent dit?,"Dubbel glas, HR-glas en muurisolatie",Cv-ketel,Cv-ketel,Erfpacht (einddatum erfpacht: 15-01-2064),"€ 746,00 per jaar met optie tot afkopen",Bovenwoning (appartement),Bestaande bouw,1939,Plat dak bedekt met bitumineuze dakbedekking,7.0,8.0,238.0,€ 450.000 kosten koper,€ 8.036,13 juni 2025,Beschikbaar,In overleg,"€ 145,00 per maand",C,7.0,8.0,238.0,2025-06-13,145.0,True,True,746.0,,2064,1.0,,1,1,True
Bestevaerstraat,55-c,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-55-c/43998060/,56,450000,8035.71,Amsterdam,Netherlands,"Bestevaerstraat 55-c, Amsterdam, Netherlands",52.3744933,4.859532,erasmusbuurt,1 badkamer,,"Douche, ligbad, toilet, en wastafel",4 woonlagen,,DWat betekent dit?,,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning,Bestaande bouw,1923,,4.0,,182.0,€ 450.000 kosten koper,€ 8.036,7 weken,,In overleg,"€ 127,00 per maand",D,4.0,,182.0,2025-04-29,127.0,False,True,,,9999,,,1,,False
Sara Burgerhartstraat,46-h,https://www.funda.nl/detail/koop/amsterdam/appartement-sara-burgerhartstraat-46-h/43971580/,56,450000,8035.71,Amsterdam,Netherlands,"Sara Burgerhartstraat 46-h, Amsterdam, Netherlands",52.3830643,4.8487074,bos en lommer,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie en TV kabel,1 woonlaag,1e woonlaag,DWat betekent dit?,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-10-2059),Afgekocht tot 15-10-2059,Tussenverdieping (appartement met open portiek),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,5.0,9.0,177.0,€ 450.000 kosten koper,€ 8.036,2 maanden,,In overleg,"€ 227,00 per maand",D,5.0,9.0,177.0,2025-04-17,227.0,True,True,0.0,2059.0,2059,1.0,,1,1,False
Van Speijkstraat,59-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-speijkstraat-59-3/43921897/,56,450000,8035.71,Amsterdam,Netherlands,"Van Speijkstraat 59-3, Amsterdam, Netherlands",52.3677298,4.8604197,baarsjes,1 badkamer en 1 apart toilet,,Mechanische ventilatie,1 woonlaag,4e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,"€ 350,00 per jaar met optie tot afkopen",Bovenwoning (appartement),Bestaande bouw,1925,Plat dak bedekt met bitumineuze dakbedekking,3.0,,187.0,€ 450.000 kosten koper,€ 8.036,3 weken,Beschikbaar,In overleg,,C,3.0,,187.0,2025-05-27,,False,True,350.0,,0,4.0,,1,1,True
Vespuccistraat,49-h,https://www.funda.nl/detail/koop/amsterdam/appartement-vespuccistraat-49-h/43926866/,56,450000,8035.71,Amsterdam,Netherlands,"Vespuccistraat 49-h, Amsterdam, Netherlands",52.3709781,4.8533034,erasmusbuurt,1 badkamer en 1 apart toilet,,TV kabel,1 woonlaag,Begane grond,Niet beschikbaar,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Benedenwoning (appartement),Bestaande bouw,1926,,,11.0,212.0,€ 450.000 kosten koper,€ 8.036,4 weken,,In overleg,"€ 87,66 per maand",Niet beschikbaar,,11.0,212.0,2025-05-20,87.66,True,False,,,9999,0.0,,1,1,False
Heer Halewijnstraat,19-1,https://www.funda.nl/detail/koop/amsterdam/appartement-heer-halewijnstraat-19-1/43902970/,56,450000,8035.71,Amsterdam,Netherlands,"Heer Halewijnstraat 19-1, Amsterdam, Netherlands",52.3778235,4.8545578,bos en lommer,2 kamers (1 slaapkamer),,,1 woonlaag,,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht (einddatum erfpacht: 15-01-2064),,Bovenwoning (appartement),Bestaande bouw,,,9.0,7.0,191.0,€ 450.000 kosten koper,€ 8.036,5 weken,,In overleg,"€ 145,28 per maand",C,9.0,7.0,191.0,2025-05-13,145.28,True,True,,,2064,,2,0,1,False
Hoofdweg,373-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-373-1/43901612/,56,450000,8035.71,Amsterdam,Netherlands,"Hoofdweg 373-1, Amsterdam, Netherlands",52.3717142,4.8491099,erasmusbuurt,1 badkamer,,Natuurlijke ventilatie,1 woonlaag,1e woonlaag,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Erfpacht (einddatum erfpacht: 31-01-2053),,Portiekwoning (appartement),Bestaande bouw,1927,Plat dak bedekt met bitumineuze dakbedekking,6.0,8.0,148.0,€ 450.000 kosten koper,€ 8.036,5 weken,Beschikbaar,In overleg,,D,6.0,8.0,148.0,2025-05-13,,True,True,,,2053,1.0,,1,1,True
Sara Burgerhartstraat,58-h,https://www.funda.nl/detail/koop/amsterdam/appartement-sara-burgerhartstraat-58-h/43900169/,56,450000,8035.71,Amsterdam,Netherlands,"Sara Burgerhartstraat 58-h, Amsterdam, Netherlands",52.3832866,4.8481468,bos en lommer,1 badkamer,,Glasvezelkabel,1 woonlaag,,DWat betekent dit?,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-01-2059,Bovenwoning (appartement),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,4.0,9.0,171.0,€ 450.000 kosten koper,€ 8.036,5 weken,,In overleg,"€ 225,00 per maand",D,4.0,9.0,171.0,2025-05-13,225.0,True,True,0.0,2059.0,0,,,1,1,False
Geuzenkade,80-2,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-80-2/43905159/,56,450000,8035.71,Amsterdam,Netherlands,"Geuzenkade 80-2, Amsterdam, Netherlands",52.3746485,4.864097,erasmusbuurt,1 badkamer,,Mechanische ventilatie en natuurlijke ventilatie,1 woonlaag,3e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 31-08-2033,Bovenwoning (appartement),Bestaande bouw,1934,,7.0,10.0,185.0,€ 450.000 kosten koper,€ 8.036,6 weken,,In overleg,"€ 137,00 per maand",C,7.0,10.0,185.0,2025-05-06,137.0,True,True,0.0,2033.0,0,3.0,,1,1,False
Douwes Dekkerstraat,17,https://www.funda.nl/detail/koop/amsterdam/appartement-douwes-dekkerstraat-17/43926322/,62,499000,8048.39,Amsterdam,Netherlands,"Douwes Dekkerstraat 17, Amsterdam, Netherlands",52.3686805,4.8661205,amsterdam-west,1 badkamer en 1 apart toilet,,Mechanische ventilatie,1 woonlaag,Begane grond,BWat betekent dit?,"Dubbel glas, muurisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,Eigendom belast met erfpacht,Afgekocht tot 16-07-2041,Benedenwoning (appartement),Bestaande bouw,1992,,,9.0,222.0,€ 499.000 kosten koper,€ 8.048,4 weken,,In overleg,"€ 90,00 per maand",B,,9.0,222.0,2025-05-20,90.0,True,False,0.0,2041.0,0,0.0,,1,1,False
Bestevaerstraat,78-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-78-1/43967031/,59,475000,8050.85,Amsterdam,Netherlands,"Bestevaerstraat 78-1, Amsterdam, Netherlands",52.3753657,4.8596538,erasmusbuurt,1 badkamer,,"Mechanische ventilatie, natuurlijke ventilatie, en TV kabel",1 woonlaag,2e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Tussenverdieping (appartement),Bestaande bouw,1923,Plat dak bedekt met bitumineuze dakbedekking,,,196.0,€ 475.000 kosten koper,€ 8.051,2 maanden,,In overleg,"€ 103,92 per maand",C,,,196.0,2025-04-17,103.92,False,False,0.0,2099.0,0,2.0,,1,1,False
Reinier Claeszenstraat,4-b1,https://www.funda.nl/detail/koop/amsterdam/appartement-reinier-claeszenstraat-4-b1/43749460/,54,435000,8055.56,Amsterdam,Netherlands,"Reinier Claeszenstraat 4-b1, Amsterdam, Netherlands",52.3714689,4.8625489,erasmusbuurt,1 badkamer,,Natuurlijke ventilatie,1 woonlaag,2e woonlaag,GWat betekent dit?,,Moederhaard,Geiser,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1939,,9.0,,180.0,€ 435.000 kosten koper,€ 8.056,6+ maanden,,In overleg,"€ 129,23 per maand",G,9.0,,180.0,2024-12-17,129.23,False,True,,,9999,2.0,,1,1,False
Joos De Moorstraat,1/Mar,https://www.funda.nl/detail/koop/amsterdam/appartement-joos-de-moorstraat-3-1/43903634/,54,435000,8055.56,Amsterdam,Netherlands,"Joos De Moorstraat 3-1, Amsterdam, Netherlands",52.3726943,4.8571745,erasmusbuurt,1 badkamer en 1 apart toilet,,TV kabel,1 woonlaag,2e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,,,1.0,,140.0,€ 435.000 kosten koper,€ 8.056,5 weken,,In overleg,"€ 158,00 per maand",C,1.0,,140.0,2025-05-13,158.0,False,True,,,9999,2.0,,1,1,False
Haarlemmerweg,127-2,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-127-2/43939103/,49,395000,8061.22,Amsterdam,Netherlands,"Haarlemmerweg 127-2, Amsterdam, Netherlands",52.385331,4.8735482,staatsliedenbuurt,1 badkamer,,"Frans balkon, mechanische ventilatie, natuurlijke ventilatie, en TV kabel",1 woonlaag,2e woonlaag,CWat betekent dit?,"Dubbel glas, HR-glas en muurisolatie",Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-06-2055),Afgekocht tot 15-06-2055,Bovenwoning (appartement),Bestaande bouw,1910,Plat dak bedekt met bitumineuze dakbedekking,4.0,,168.0,€ 395.000 kosten koper,€ 8.061,2 weken,,In overleg,"€ 212,85 per maand",C,4.0,,168.0,2025-06-03,212.85,False,True,0.0,2055.0,2055,2.0,,1,1,False
Bos En Lommerplantsoen,73-p,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplantsoen-73-p/43058378/,31,250000,8064.52,Amsterdam,Netherlands,"Bos En Lommerplantsoen 73-p, Amsterdam, Netherlands",52.3757914,4.8441928,bos en lommer,1 badkamer,,Lift,1 woonlaag,1e woonlaag,AWat betekent dit?,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Stadsverwarming,Stadsverwarming,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-11-2063),"€ 413,90 per jaar met optie tot afkopen",Tussenverdieping (appartement),Bestaande bouw,1960,Plat dak,,,115.0,€ 250.000 kosten koper,€ 8.065,11 juni 2025,Beschikbaar,In overleg,"€ 145,98 per maand",A,,,115.0,2025-06-11,145.98,False,False,413.9,,2063,1.0,,1,1,True
Borgerstraat,137-c,https://www.funda.nl/detail/koop/amsterdam/appartement-borgerstraat-137-c/43915844/,62,500000,8064.52,Amsterdam,Netherlands,"Borgerstraat 137-c, Amsterdam, Netherlands",52.3644025,4.8641153,amsterdam-west,1 badkamer,,"Inloopdouche, toilet, en wastafelmeubel",1 woonlaag,2e woonlaag,CWat betekent dit?,"HR-glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 30-06-2053,Bovenwoning (appartement),Bestaande bouw,1904,,4.0,5.0,146.0,€ 500.000 kosten koper,€ 8.065,5 weken,,In overleg,"€ 152,77 per maand",C,4.0,5.0,146.0,2025-05-13,152.77,True,True,0.0,2053.0,0,2.0,,1,1,False
Willem De Zwijgerlaan,334-c19,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-334-c19/43974983/,34,275000,8088.24,Amsterdam,Netherlands,"Willem De Zwijgerlaan 334-c19, Amsterdam, Netherlands",52.3809131,4.8609099,bos en lommer,1 badkamer,,Glasvezelkabel en lift,1 woonlaag,,CWat betekent dit?,Dubbel glas,Elektrische verwarming,Elektrische boiler,Eigendom belast met erfpacht,"€ 333,00 per jaar",Bovenwoning (appartement),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,,,155.0,€ 275.000 kosten koper,€ 8.088,2 maanden,,In overleg,"€ 140,00 per maand",C,,,155.0,2025-04-17,140.0,False,False,333.0,,0,,,1,1,False
Bestevaerstraat,231-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-231-1/43821630/,53,429000,8094.34,Amsterdam,Netherlands,"Bestevaerstraat 231-1, Amsterdam, Netherlands",52.3798835,4.8569711,bos en lommer,1 badkamer,,Mechanische ventilatie en TV kabel,1 woonlaag,1e woonlaag,CWat betekent dit?,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,"€ 552,62 per jaar",Bovenwoning (appartement),Bestaande bouw,1933,,19.0,,174.0,€ 429.000 kosten koper,€ 8.094,3 maanden,,In overleg,"€ 100,00 per maand",C,19.0,,174.0,2025-03-17,100.0,False,True,552.62,,0,1.0,,1,1,False
Harry Koningsbergerstraat,146,https://www.funda.nl/detail/koop/amsterdam/appartement-harry-koningsbergerstraat-146/43984201/,43,350000,8139.53,Amsterdam,Netherlands,"Harry Koningsbergerstraat 146, Amsterdam, Netherlands",52.384057,4.8379597,Unknown,1 badkamer,,Lift,1 woonlaag,2e woonlaag,Niet beschikbaar,,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1958,,2.0,,183.0,€ 350.000 kosten koper,€ 8.140,7 weken,,In overleg,"€ 135,00 per maand",Niet beschikbaar,2.0,,183.0,2025-04-29,135.0,False,True,0.0,2099.0,0,2.0,,1,1,False
Admiralengracht,32-1,https://www.funda.nl/detail/koop/amsterdam/appartement-admiralengracht-32-1/43993235/,49,399000,8142.86,Amsterdam,Netherlands,"Admiralengracht 32-1, Amsterdam, Netherlands",52.3657613,4.8584173,baarsjes,1 badkamer,,TV kabel en zonnepanelen,1 woonlaag,2e woonlaag,AWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht (einddatum erfpacht: 28-02-2049),"€ 343,00 per jaar",Bovenwoning (appartement),Bestaande bouw,1924,Plat dak bedekt met bitumineuze dakbedekking,5.0,,167.0,€ 399.000 kosten koper,€ 8.143,6 weken,,In overleg,,A,5.0,,167.0,2025-05-06,,False,True,343.0,,2049,2.0,,1,1,False
